% # columns="iter, evals, sigma, 0, fitness, xbest" seed=483499, Wed Jan 14 12:48:27 2026, <python>{}</python>
25 250 0.9961567137616386 0 1496292.3168581761 1.7187209087031017 1.7613647749296744 5.591385778387162 9.19815698794022 6.174461502958881 2.9884405597669352 2.0989395214457485 1.1893906104517395 1.0005061669992705
26 260 0.9142916672555248 0 1306457.0488336189 1.2954945426124553 3.0430427221414593 5.408699873648921 9.790207055436944 6.5626274222361465 2.3298798779362713 1.0163907461602966 1.0086466665993095 1.0006275311308612
27 270 0.8500495910534569 0 1346343.9039583255 1.6680453417802668 3.610660844063175 5.028244304085471 9.380521886708678 7.216156684500094 2.2792345894379795 1.2505579619865643 1.0147346625740283 1.0079547039762125
28 280 0.8784550479059898 0 1387704.5180575107 1.6654383470723937 1.4688952302873821 5.337067718932869 8.447954921639473 4.498439628482945 2.4845883515649945 1.3526478761133105 1.211812794800935 1.0000749661591144
29 290 0.8657437067529092 0 1371597.9274793244 1.4354632425492144 2.932644411537619 6.233439037132094 10.453925641394553 6.612542125910309 2.214450673200784 1.2053404369298866 1.049785483249267 1.0186584076478078
30 300 0.7960024180177829 0 1417625.5459672776 1.0001325734330946 2.5288403146968035 5.704940705749282 8.494977317114808 4.994015066622421 1.7069372499272735 1.7111622924236136 1.1015405672823002 1.0266610397142755
31 310 0.7490883222956111 0 1460031.399316793 1.3236378293172195 3.3021926116559297 5.883839451559786 8.541481229577544 6.691802708792395 1.2260857004079704 1.0008259284697893 1.0350028608360582 1.081894698259827
32 320 0.7180503595121464 0 1401835.3837268117 1.469441187434604 2.9972163349994196 7.479959152213842 7.677076633804397 6.901910937145194 1.9215784185279032 2.04981534266882 1.0042695530932393 1.0044459212089591
33 330 0.6638536691307572 0 1391565.7269548113 1.8200920239680984 3.4937413872760277 6.186611278407879 8.065033824341377 7.22393877670972 1.0183629026975263 1.5774920259338352 1.1599707398071386 1.0013658911011811
34 340 0.6216954956951879 0 1381737.4659944056 1.9618765479695999 2.375142881599648 6.40329346149761 9.435514998185342 6.143550986870249 1.8978949884320833 1.467867097165065 1.1422148465324689 1.0032123909457773
35 350 0.630451162942462 0 1327819.7597084176 1.3202769876190343 1.6451246622429807 6.912314605838433 7.607268823630861 4.566661118279673 1.6032646954429117 1.2572711535378962 1.0519400725504957 1.0168206094052632
36 360 0.6274154433971608 0 1335058.2130261254 1.2953606468263859 1.2471231123487514 7.021347764547382 7.222421259165513 4.395842047522608 2.1435372335761915 1.4707643008382965 1.0866980245849198 1.0003234962891514
37 370 0.6361957743432277 0 1298527.5867375697 1.003138219845709 1.4369720466278433 6.750747297384127 9.471313235217831 4.061086685032272 2.2269432369461173 1.0004991547337938 1.0618169457724491 1.0022942502282837
38 380 0.6522752006999185 0 1258898.2847230814 1.1266022854683784 1.6252200836586819 7.014349663346289 6.17296499225979 3.96494986989926 1.5207687405078332 1.0036186296451597 1.0294185223440564 1.0007632050684212
39 390 0.6233497776963697 0 1302782.4743620981 1.1475925167845862 1.4039439030358127 6.2788887382779786 7.363692917165117 4.452040617150316 1.5883397117525766 1.2216176271338322 1.086777277808738 1.0003255255466006
40 400 0.5463333316284624 0 1299241.1939943647 1.7574238913430007 1.0613003695348653 6.050867066429213 7.209397037662134 3.8268298565569037 1.058227737496589 1.0960494449425504 1.0199192218275452 1.022211917616284
41 410 0.48793679990551614 0 1265385.1519407204 1.534931215508674 1.002757147453951 6.702140135447336 7.269608772744597 4.491306763163184 1.130178493186701 1.0545720613768288 1.001731297551133 1.006772925044885
42 420 0.42036490105020596 0 1277076.9296588372 1.1817393495974957 1.7735419442374054 7.082158451702433 7.350050262764055 5.139461900755928 1.1017937965501896 1.169764453434578 1.024676245930165 1.001319542396846
43 430 0.3816517887470368 0 1287210.6491400283 1.149923210890119 1.5917811626647747 6.54522431774348 6.445029344687185 4.343170183277819 1.3029074848402828 1.106249349620125 1.0788208029560797 1.0021871268128482
44 440 0.33504283405912577 0 1257410.8718925184 1.1901611885920298 1.1681448337153535 6.814632048917242 7.047783533581105 4.767002685958338 1.2031319681920147 1.0861801740332337 1.0012194962966856 1.0003328821461983
45 450 0.31692704745617123 0 1274853.662334274 1.0395304727756243 1.411723533107615 6.372207900648127 6.894085228651152 4.585162173582646 1.2483352489883046 1.1346763960284738 1.0286067724112435 1.0032232483067023
46 460 0.3036507065911644 0 1255424.7322258072 1.1047584304105484 1.9819406481366135 6.322443905723572 7.165123272013487 4.631582063277391 1.2691719083696258 1.010032246274778 1.000599748518915 1.0020959803685177
47 470 0.28081892432139666 0 1258321.004103521 1.0792593298642337 1.8778059485459282 6.4550149960072405 6.397490611874586 4.273983209552179 1.147245540081799 1.156500459414684 1.000090664063389 1.0019383724120328
48 480 0.25070133333270445 0 1253010.2977496283 1.0134529244348005 1.5984839469143162 6.795112683054669 6.452219690810298 4.68249929431481 1.25427239814206 1.0106212549812812 1.0051663968460494 1.0006951578630854
49 490 0.228683871252224 0 1245856.5490652877 1.2586793426403173 1.623313407637689 6.65493625407364 6.8977710836154955 4.26599663866809 1.0660919996781026 1.0201547747598585 1.0005378324572733 1.0002295157742527
50 500 0.20135207901873287 0 1251634.288356058 1.0452015017557854 1.6390744462724383 6.375389010464607 6.997206016699163 4.539955216718502 1.0085534210118927 1.001373866706597 1.0035580793745744 1.0022422656664982
51 510 0.17684801836904898 0 1249164.9996919858 1.255226619443841 1.5195475977454072 6.738648096067979 6.810849228543334 4.295185576985385 1.1474760391056278 1.0017428358702154 1.000134960379962 1.0019997146209167
52 520 0.1645980506081252 0 1246607.0457473432 1.1120520266209923 1.479209043226214 6.47424496134961 6.460576765568731 4.218174597257315 1.2302816114617305 1.0030213414220612 1.0033906063508173 1.0003454695357954
53 530 0.15663227439507973 0 1242319.8361585487 1.1052132887046975 1.2740979768540188 6.543389459968638 6.743374595419165 3.782729085402284 1.0000211859220607 1.0382617092770576 1.0009382575554002 1.0003427911497453
54 540 0.1530035831984273 0 1242027.2780068496 1.166850814809849 1.5483482213948156 6.4706189316803675 6.476444103986093 3.7112436164285816 1.04673776558593 1.0303502842270198 1.0049025612172415 1.0000738005137018
55 550 0.14792579963792157 0 1241631.0654295166 1.1601583038369823 1.5678174952825037 6.4226140057854355 6.645485873626302 3.621475214813215 1.0087671012290185 1.0106131194951467 1.0001184296387746 1.001724997071792
56 560 0.14604421749925608 0 1239295.634294988 1.1205073270200283 1.536483347895729 6.462011676252844 6.716845614659336 3.726491656169228 1.000171553765982 1.0019380265673166 1.0002173959285703 1.0003873782475943
57 570 0.14081742334986672 0 1238901.569594265 1.203477793534884 1.397716732114682 6.464071685173088 6.59014623378712 3.743363107603223 1.029400371717173 1.0003431825971163 1.000096424529672 1.0001831361343703
58 580 0.13094636860822317 0 1240191.4218426258 1.256948110020074 1.4548135080770468 6.402977289657087 6.807590446000429 3.658330032123482 1.025315018696392 1.0018395087218217 1.0014130067837153 1.0006373771076489
59 590 0.12301571318578987 0 1238675.8179660393 1.196084240204311 1.3981951886621706 6.572207738962352 6.597790809672483 3.561240067577257 1.0215057998072072 1.0013851210151639 1.0003201623038982 1.0006767201821696
60 600 0.11761876733572198 0 1237271.594952569 1.1197932679677733 1.3351462167628183 6.145184506160172 6.65936182779923 3.550933426593255 1.0002148540639904 1.0005681859368938 1.0003163758241729 1.0001728965951124
61 610 0.11086756222526266 0 1237730.0310374892 1.0083211415614375 1.450741529476221 6.233727067057697 6.55790483240507 3.6671747070077645 1.0068107089348237 1.0030776956286298 1.0000433912703903 1.000015552701962
62 620 0.10770271347879452 0 1237248.999039348 1.2547171441154803 1.3747707933869515 6.540863202190346 6.413954929343883 3.571220762983013 1.0168275356579584 1.0009137050687718 1.0009376393343072 1.0000791001800802
63 630 0.11237953416580637 0 1236903.3628685288 1.065530950321044 1.2327291550149986 6.322369182703085 6.412692452818764 3.438758956120084 1.0057754679070767 1.0008938956287774 1.0036112456449733 1.00000465816814
64 640 0.11278512364245623 0 1236986.7780364156 1.2601489641566896 1.25603079469459 6.481959852503525 6.270042953061345 3.4985568789649775 1.0062314848185088 1.0041805303893323 1.0026877681863462 1.0000250709624299
65 650 0.12427686879676636 0 1235280.9200457975 1.3543248877535472 1.0795272419624826 6.2206245629723975 5.906570351293158 3.1832628673075987 1.099251827859257 1.0001401504964895 1.0039129450871622 1.000031329669921
66 660 0.13239140722666065 0 1233113.028015866 1.4619437373052229 1.1231115980193584 6.330796884688661 6.013737430326614 3.1973956995464454 1.0046367223286958 1.0007501025712786 1.0000218865720967 1.0000001261436962
67 670 0.1441718306695708 0 1232174.5891443526 1.524072600599848 1.0147845085816745 6.496900556420359 5.598057542021951 2.9669839335549204 1.0002657184689787 1.005136335478992 1.001894934790098 1.000189226856635
68 680 0.18000654075213052 0 1232401.4482554751 1.693665819092745 1.2878664307405163 6.424028214283553 4.488772967808786 2.7184197934588834 1.0453789504776567 1.014768715755471 1.0099961003696216 1.000000694845572
69 690 0.20115634164326204 0 1229488.0184286954 1.8421559740142732 1.2658512197115883 6.395806617872551 4.952910891717174 2.634546060846884 1.00038359308208 1.000325311152162 1.004177758616383 1.0001454303434065
70 700 0.20309662194276715 0 1228556.4660119228 1.9611827611426689 1.2701463774581465 6.30891926561717 5.321541513446554 2.338915070189663 1.0058096703349246 1.002438191215322 1.0033320442585028 1.000148686818485
71 710 0.19836207833217462 0 1229376.9448653364 1.482647381750307 1.4290996248755445 6.180973958641021 4.983404432662673 2.3996408792810673 1.0153267017012424 1.004619986961451 1.003723616400866 1.0005564102709812
72 720 0.1933304938562347 0 1226413.8155398988 1.9101874060592599 1.4871248527910579 5.921456986274317 5.039262726871416 2.273083725509394 1.0212400098988528 1.0016262037076045 1.0000444858685855 1.000085952098918
73 730 0.21145419935282556 0 1225688.7608039472 1.9990353286069518 1.727065786069725 5.913158715390226 4.995775900174379 1.6621042669690025 1.0271353976735265 1.0022544855135245 1.0040932828415232 1.0001882428092543
74 740 0.23499154346038498 0 1226682.6369304687 1.9262086820965802 2.139281226765824 5.966754846721383 5.422001116715644 1.2096096334162865 1.0053797738024144 1.000324248345731 1.006878765124564 1.0006129102304464
75 750 0.2561519901884811 0 1222833.950643755 1.9985629822591784 2.1079159473065174 5.805325481733552 4.418230866186784 1.1489264152390872 1.0192706205396957 1.004009806722367 1.002975628094879 1.0001704447119155
76 760 0.26608484249415043 0 1225325.4423703258 1.6201394807825837 1.9923622289742196 5.750465500897359 4.334804670871156 1.221684614369743 1.027807692916076 1.0454365252915832 1.0029488532560293 1.000020154575143
77 770 0.25315245032620165 0 1225833.372573341 1.798621665017874 1.7927505631258973 5.975368000549634 4.532404933698319 1.667278828276157 1.074174913015113 1.0010008358652773 1.0040253609660432 1.0004063828245338
78 780 0.24012063263667402 0 1224617.951913271 1.6952236571529506 1.5332636316969035 5.598983409273329 4.304265649762998 1.6143581315433075 1.1134799568865756 1.0009314094687267 1.000761872793547 1.000478370901925
79 790 0.22707603763262418 0 1224629.7139334169 1.8619797370138396 1.7620255732307637 5.6078543800532135 3.9373597358381636 1.7651099497001053 1.1023357542174326 1.0024944287040645 1.0035747141366853 1.0000131475953224
80 800 0.22094506222461202 0 1221958.5357697187 1.9976526495784936 2.4387706398681694 5.7080405842656265 3.613416512278993 1.440101690064318 1.108085660857261 1.00021353526096 1.0000107277330432 1.000061124404941
81 810 0.20157464680770196 0 1223543.279221394 1.8116570284181095 1.8926789961871326 5.7065256545458105 4.2948750039822565 1.594071044694548 1.0242743893250292 1.0041350305070667 1.0027816692970877 1.0000327977402956
82 820 0.19862464937976274 0 1222525.3547675817 1.9995011822303457 2.604525537580236 5.396526483521243 3.489262628635082 1.002608935605059 1.0161189365945618 1.03315511272228 1.0028142107103282 1.0000005756246226
83 830 0.21551891661169925 0 1220670.1770492767 1.8403139265119228 2.5326936998546232 5.434635668045394 2.7348152591202526 1.1092217032457872 1.0031210941033883 1.0290867866057387 1.000384936887436 1.0000118809177412
84 840 0.23273647148464935 0 1221226.145591411 1.9951606918209275 2.605736429736191 5.2748515448290165 2.394194599778947 1.6146401532285894 1.0036834677325948 1.0005370007734962 1.0016601275193078 1.0004684780568516
85 850 0.2426948046328055 0 1220446.9042578777 1.9711306604427816 2.8008207520560533 5.02637097816636 2.2422771345109087 1.8390088970486733 1.0001406500108754 1.0013608655255937 1.000062587041698 1.0000699157391728
86 860 0.2275274838738217 0 1221623.4689287874 1.637246382296023 2.141481972582567 5.500925330316353 3.1953578950543466 1.0039813312397892 1.0115662711131106 1.013085522901362 1.0000855352549805 1.0008726323374395
87 870 0.21159436524292935 0 1220175.7081238984 1.8089736929638183 2.022418948177803 5.347626507589443 3.0290517085931024 1.0011795836571464 1.0838934382359868 1.0073571919336477 1.0002018331306917 1.000007549915057
88 880 0.19830493513433992 0 1220658.5239650821 1.3669976418376057 2.2306011362592693 5.242963183584856 3.2546889172722087 1.4431181175063386 1.0459426510051073 1.0005410777197645 1.0004185608409113 1.0000036261149177
89 890 0.1724644581671167 0 1220031.553426907 1.7523881096492055 2.349513588367605 5.256465570647084 2.5857185556677993 1.0668196394745175 1.0556225549295617 1.0074801828847422 1.0012639846956133 1.0000774202249967
90 900 0.15872369733134167 0 1219329.894172501 1.7891917529301504 2.5940864682132965 5.168141237642492 2.1219693780847777 1.121929855549085 1.0636879169491462 1.003315951917633 1.0004124817348254 1.0001073687435251
91 910 0.14734881203327602 0 1219161.8796003808 1.7797886629687132 2.3009501904713634 5.0641250029742375 2.7649490917969777 1.002111365442373 1.0179819639059413 1.0029887680884646 1.000908278415363 1.000081782133702
92 920 0.1314390578871595 0 1219210.6404400158 1.7687427112814889 2.309261329150522 5.073255759307201 2.277536031428549 1.4415818385855586 1.0042340055923082 1.0011701903147723 1.000194568166559 1.0000489627819287
93 930 0.12472094199723793 0 1218408.301245046 1.7899801524144299 2.2628663855324183 5.200797113721999 2.343788370589112 1.1227456670725282 1.0014929868579916 1.0030155283708564 1.000000051200353 1.000000786478662
94 940 0.12203337936280936 0 1217910.7351752995 1.7650167115745714 2.143752992925787 5.208947527388059 1.8225875552393256 1.026089904258155 1.005809548503201 1.0024846115714208 1.0001873171002502 1.00000827768483
95 950 0.12324314980245489 0 1217871.6228812893 1.6328899559274093 2.120806339482755 4.906247515366612 2.107184705649515 1.033398414556595 1.005443283746008 1.00031104764533 1.0000345866804916 1.0000287299369601
96 960 0.11479260207185864 0 1218333.4031757198 1.797547325593873 2.2744888371160754 5.082983555015435 1.7582184921695552 1.2734246613928664 1.0021748488491 1.0022208666414045 1.0001431305829878 1.0000112866887836
97 970 0.10995469330538278 0 1217962.2306917962 1.738392462086527 2.2213090596169023 5.37654226680549 1.8355835921695784 1.0074908130337998 1.008302448041368 1.0004234869371902 1.0005428832307406 1.0000076569832674
98 980 0.10917888052810489 0 1218203.5419153073 1.6664642079274463 2.2494509196515162 5.068259098404377 1.360316592851877 1.0003222385336634 1.0386583388981465 1.0080522407740302 1.0000034349622018 1.0000002203735707
99 990 0.10158857766962605 0 1217700.570067065 1.5638245183953585 2.0966344429676465 4.976249790353279 1.880334832020235 1.0403698304336972 1.0000363978371645 1.0000265833154824 1.0001813449473431 1.0000192477088583
100 1000 0.0925337653684985 0 1217644.3556813349 1.7398725494417238 2.1443949333714487 5.184196432095671 1.7507141222251836 1.0287177808166212 1.005384072565787 1.0002733062014806 1.000023735240871 1.0000008496808133
101 1010 0.08742039151472161 0 1217684.1514903242 1.668257398318533 2.127700267471278 4.988484497048011 1.532383437698273 1.1089070657371927 1.0037626959082926 1.0002009664930451 1.0002496977573194 1.0000018351517286
102 1020 0.09141894354972042 0 1217695.4902067157 1.5403483558996776 1.931916550641482 4.927630197402118 1.9519660239408156 1.005370020081962 1.000112310959096 1.0021704131256817 1.000000663866244 1.0000014538177688
103 1030 0.09433688044706248 0 1217764.4987805868 1.6429054662196845 2.0609036907319265 5.0266666971168155 1.6793825102070061 1.014166080684161 1.0023146751806096 1.0018329441376561 1.0003255104202844 1.0000384047188262
104 1040 0.09558205928944236 0 1217746.8417274696 1.5469996144072269 2.013836136236319 4.93753478656102 1.4317343951085502 1.0373331193390618 1.0211263627776348 1.0016582134485124 1.0002555471057033 1.0000000073669544
105 1050 0.08600041396661408 0 1217531.5035499984 1.5126747685694486 2.0459674014199054 5.041512022656203 1.4833199740785588 1.0028608565433639 1.0026250309519498 1.0012264171354204 1.0000259012200372 1.000057204896649
106 1060 0.08847256593308579 0 1217351.1821547018 1.4261670221440639 1.8852042701315936 5.106127327845598 1.3245525943198544 1.0170595949327947 1.0053783990648963 1.0001756279560579 1.0000006983517158 1.0000060687555075
107 1070 0.08636383803012199 0 1217340.9747144005 1.4690701962309904 1.9095347803733513 5.038240081401661 1.2882354359160963 1.0023573750513384 1.000456690108878 1.0002392779877602 1.000150056478229 1.000033995858736
108 1080 0.08381167418337662 0 1217359.8814507655 1.3319334214242011 1.7469546798968687 4.971214197667461 1.2671210354251763 1.00319841072595 1.0033656762252536 1.0011905485138624 1.0000862780276967 1.0000247246633716
109 1090 0.08548630433975762 0 1217338.8100289134 1.3782444036657595 1.8096598570774125 5.015387539987036 1.2834815940084026 1.0391391165425445 1.0020526631799034 1.0002512333308475 1.0000259531208369 1.0000139692819754
110 1100 0.0919057059081385 0 1217349.1186957841 1.1353325370400555 1.4537494014647137 4.9636102186706506 1.4648931875192648 1.0032175571971942 1.0000177891424002 1.0001746725207439 1.000194599139745 1.0000070982884117
111 1110 0.09472628285056363 0 1217260.8534116247 1.1452536715050625 1.4434450233657783 4.86903065304462 1.1844630774280114 1.007682319742692 1.0004125237052044 1.0000615697464477 1.0001125893765987 1.000055253883585
112 1120 0.08706953127705183 0 1217467.3449094428 1.2716847690398065 1.6264217969074652 4.844152332882716 1.2601317943341648 1.0588218360582515 1.0003990405985763 1.0000141486533134 1.0002062948803332 1.0000762089973347
113 1130 0.0802279281773947 0 1217263.869544652 1.310771777995436 1.6629930064561838 5.020036689997429 1.2168515444772272 1.0010095423211145 1.0029296110345192 1.0010095946933137 1.0000225214984226 1.0000026619661728
114 1140 0.06733693162461368 0 1217202.6704505228 1.1663549364517327 1.646124493274961 4.878920923874047 1.276949699348421 1.0024026006261428 1.0016705090381286 1.0001929214719127 1.0000072561265079 1.0000154161982733
115 1150 0.06239651379009999 0 1217241.0677744704 1.1572844030022118 1.653870013541231 4.965433342206443 1.113256352171486 1.0424327791892631 1.001454339229086 1.000028823525451 1.0001056856757118 1.0000038515309153
116 1160 0.059026077386771625 0 1217137.3812553557 1.2818773377912964 1.6320088420538545 4.920390171514794 1.0733340968343228 1.0032076684352642 1.0001278580169588 1.0006159682411964 1.000058874051076 1.000004198007097
117 1170 0.05694340037543767 0 1217086.2331779525 1.0802192901023058 1.5145423272236889 4.892899506255432 1.009944464997461 1.0223796470614084 1.0006010871660926 1.0000002019413448 1.0000018370397477 1.0000034506400866
118 1180 0.05544984844886684 0 1217067.72674494 1.055159574426606 1.4407580371719302 4.8067177327357395 1.0498089264508652 1.0000104527290687 1.0017454154216447 1.000051394355235 1.0000328940627385 1.0000097888969683
119 1190 0.05587549025006901 0 1217058.3788011172 1.0540819720282304 1.4446057134181163 4.8585098625299725 1.0056906171069258 1.0008641671287803 1.000000746244687 1.0000068318268425 1.000120189093483 1.0000000831862383
120 1200 0.05247652820184634 0 1217086.4800576381 1.0649615038426528 1.4886165959261624 4.866949134649586 1.0064656309069668 1.0148727179094132 1.001945245960423 1.0000648214817118 1.0000000044055652 1.00000679838084
121 1210 0.04673749380561264 0 1217031.4280893651 1.046064752621342 1.4612336097458631 4.817841483251487 1.0056753530809637 1.0062290669787335 1.00109051368345 1.0000067076957098 1.0000063170638431 1.000001444594751
122 1220 0.04098019215239679 0 1217069.5245674537 1.1283965980245294 1.4963630601731432 4.815821837203298 1.1119827797988018 1.0005860131311144 1.0000352671284674 1.0003993301481913 1.000003759933628 1.000000038372442
123 1230 0.042649191550737875 0 1216996.900291481 1.0270319818990974 1.3966324011976066 4.759742121356105 1.0076605034643764 1.0022980229459715 1.0000236218012888 1.0000148820022312 1.0000018678428844 1.0000036458442658
124 1240 0.040166013379163375 0 1217003.5139651839 1.0456212486702965 1.4425596121008097 4.750855458735604 1.0485228422828523 1.0000111779623126 1.0002067319957768 1.0000027579212762 1.0000119070344822 1.0000002903351122
125 1250 0.038632872453678684 0 1217029.604675754 1.071750841866479 1.3936733544732407 4.81310519834427 1.0151701083313822 1.0000000099041253 1.000049083080656 1.000287638046255 1.0000227321363364 1.0000003671941307
126 1260 0.037447600111713344 0 1217034.71806998 1.061096619046273 1.3782969728344496 4.797809336717584 1.0256854183569644 1.0030366264310708 1.0001135510730057 1.0000772535490008 1.0000010949285958 1.0000105694294563
127 1270 0.03348528110963899 0 1217030.8908950896 1.05735206524239 1.383182865210835 4.784808367639928 1.0039819086911426 1.0008142544507426 1.0000412070959495 1.000247076963731 1.0000009100955565 1.0000118036464836
128 1280 0.03126103740177329 0 1217003.6624804875 1.0539004793892817 1.4100168256261871 4.77265214895803 1.0078019221774528 1.0000010399078432 1.0005852152622545 1.0000039155928186 1.000023138985528 1.0000006269504156
129 1290 0.029231816692291218 0 1216996.2626311292 1.0552437196662225 1.4070452994792677 4.768188571010009 1.000016859012084 1.0038201047338835 1.0000008112436172 1.000012800105962 1.0000129135143816 1.0000000107070959
130 1300 0.029047865970925676 0 1216982.7349810759 1.031721167903467 1.3621376406905723 4.7186436139027 1.0000649640446166 1.0008749762490585 1.000013373334353 1.0001325451642864 1.0000070842065216 1.0000011753495206
131 1310 0.03006529688953112 0 1216985.2199188443 1.0016464427505656 1.3358286868052331 4.705902495226201 1.0286966884193385 1.0008368267621799 1.0001353274986335 1.0000178599221434 1.0000037724093125 1.000002950051291
132 1320 0.03134308071051093 0 1216985.3982801223 1.031475981683511 1.3827677793875772 4.693915707303761 1.011230337150981 1.0002111424580218 1.0001738804107092 1.0000034373410986 1.0000507528923088 1.0000001102499976
133 1330 0.03172570478748831 0 1216963.949458843 1.014090762000251 1.3422040554407961 4.667731384674563 1.0049166402605803 1.0017497196908127 1.000036125788341 1.0000568282499205 1.0000011004885905 1.0000010980892375
134 1340 0.032560156381534124 0 1216960.303159991 1.0013150162524136 1.315481532594897 4.642432287827786 1.0077560239028627 1.0016407775949405 1.0000769808914722 1.0000035880683578 1.0000022222804996 1.000004067102751
135 1350 0.031738969817653444 0 1216959.249436541 1.0094554013168477 1.3862617800033008 4.641772771326712 1.013557030416195 1.0002289767520083 1.0001807795587097 1.000072276278511 1.0000057202202877 1.0000000837370815
136 1360 0.02923493289447133 0 1216960.783221677 1.0032093646979952 1.3081846488702982 4.6713644404820815 1.0035575515487876 1.0002828772729986 1.0000071490264126 1.0000957591544994 1.0000000545274765 1.000000071788495
