% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=483499, Wed Jan 14 12:48:27 2026, <python>{}</python>
47 470 0.28081892432139666 0 0 0.2738279720368595 0.2956208776903061 0.26386582462499947 0.4206635849188732 0.3654332812711637 0.24030438467042742 0.20888832977855062 0.09746426104122567 0.03810682783203703
48 480 0.25070133333270445 0 0 0.24075945395287654 0.2656240371184364 0.24048205239019535 0.37529907873019563 0.32259113993236904 0.2146187951885179 0.17898285715711168 0.08514357364099645 0.031700899217176316
49 490 0.228683871252224 0 0 0.2169643846167687 0.2352375194317611 0.21611471419931838 0.34001217582210735 0.2935874721720917 0.19537373498884955 0.16236295687281244 0.07368397830850913 0.027604103152759178
50 500 0.20135207901873287 0 0 0.1922267808916513 0.20300525534923175 0.18965769469751406 0.2997277338238435 0.2583784808719731 0.17048534753216016 0.14055341740091545 0.0620733612419055 0.023731797529680618
51 510 0.17684801836904898 0 0 0.17095235473785178 0.17617014466225459 0.16527449385166856 0.2619604412593356 0.2217849535631551 0.1494750083982744 0.121534587549901 0.05225168591713475 0.019919972975991292
52 520 0.1645980506081252 0 0 0.15995187901075814 0.16588839203777114 0.15494681876332958 0.24911738654449123 0.20884593665488632 0.13856528605776364 0.109993699679544 0.04693966240241311 0.018113907714844123
53 530 0.15663227439507973 0 0 0.15421772559627897 0.16182210444995065 0.14401992860310595 0.23652678351303855 0.20875473007382625 0.1304888699992177 0.10364366826569371 0.04254076813072865 0.0164543247968814
54 540 0.1530035831984273 0 0 0.1502325504248635 0.15963752886922855 0.1340479984926759 0.23384446109843546 0.20589797495514658 0.12680097753040864 0.09673933241651761 0.040706688228630133 0.015966925575633232
55 550 0.14792579963792157 0 0 0.1443674847733728 0.15147450253196382 0.13139251377817002 0.22143746864176567 0.20260767585248876 0.12263311608803752 0.0883586161367943 0.038789373194968196 0.015099164514702158
56 560 0.14604421749925608 0 0 0.13903420540155892 0.14619553711663433 0.13010376737446502 0.22009681723936733 0.2033741225539604 0.12048800038994548 0.08693001126627074 0.03809784032129236 0.01381858457504981
57 570 0.14081742334986672 0 0 0.13527450288634296 0.14056832612001766 0.12585135288237717 0.2164276386025143 0.19723085898745416 0.11704420347328413 0.08014081078689317 0.03560319496394694 0.013150354546622363
58 580 0.13094636860822317 0 0 0.12849835447186264 0.1294276334516774 0.1151624820351637 0.20123898574351937 0.18168712383628785 0.10889393640838063 0.07282901116558738 0.032151652020778694 0.011866564397931087
59 590 0.12301571318578987 0 0 0.11995035994681832 0.12323097670213884 0.1094444965529217 0.19182450960438693 0.16776764627109483 0.10129758735852694 0.06576185400838588 0.02941247494433131 0.011123847497611517
60 600 0.11761876733572198 0 0 0.11398974051514053 0.11537877070781957 0.11085566086201834 0.18106093653578864 0.1605194825989119 0.09502010128868935 0.05972942751793628 0.027619174716124573 0.010450345435077838
61 610 0.11086756222526266 0 0 0.10818435666704959 0.10943958374806641 0.10569037844878194 0.17121773959258868 0.1516624062609372 0.08571272899428219 0.05614412697823736 0.02452772679993915 0.009515659597128336
62 620 0.10770271347879452 0 0 0.1037232008628885 0.10679051672411087 0.10475388140835214 0.17627616726751408 0.1472222837733865 0.08220293781444762 0.0541084279627837 0.02321266577795873 0.008944093592922267
63 630 0.11237953416580637 0 0 0.11055280581275512 0.12019444466341099 0.10848790436467824 0.189125860764215 0.1525909725144679 0.08523925824132393 0.054264902152499905 0.02457998350478506 0.009130735844513089
64 640 0.11278512364245623 0 0 0.11019399672737563 0.12146435614133455 0.11144917258993821 0.19306359849371119 0.15249397606511317 0.0857276310802008 0.05305392081256171 0.023527746689262802 0.008935325965016862
65 650 0.12427686879676636 0 0 0.12622570256649512 0.144501208397262 0.12378901597608793 0.22804358383717085 0.17578473043214948 0.09298605000031435 0.05826254859432962 0.02475546824447861 0.009513389698729375
66 660 0.13239140722666065 0 0 0.14122245555457708 0.1569085655327036 0.13159874641299008 0.26178230216633996 0.19478922310330554 0.09834049247954718 0.06081520809436133 0.025582524591688336 0.010001961068878336
67 670 0.1441718306695708 0 0 0.1572231109359224 0.1768536691870931 0.13993636229012504 0.3079810505437503 0.2255191511373675 0.10414106431938093 0.06531253043001667 0.02806053751155657 0.010643527048489565
68 680 0.18000654075213052 0 0 0.1958167494455541 0.2271416407824515 0.17512262440036663 0.426527546385646 0.2941659121779993 0.13019692268036478 0.08125375175385813 0.03416281789917215 0.012964680250864304
69 690 0.20115634164326204 0 0 0.22111898141184305 0.25790725657736335 0.19137239298824238 0.48682290211966023 0.33639070512039015 0.14198843484935642 0.08659917429713468 0.037846495555825456 0.013945494991807918
70 700 0.20309662194276715 0 0 0.22400211154589175 0.2600688104802532 0.18960922252229137 0.49040671963806476 0.34645546624442125 0.14292629202236956 0.08551254162295066 0.03724846025430986 0.013789965652302477
71 710 0.19836207833217462 0 0 0.21951518167186587 0.25505987615076314 0.18991096590046486 0.47712738083580275 0.3441161659166884 0.13860574654401328 0.08121940728100324 0.0334518672712098 0.013264219792395684
72 720 0.1933304938562347 0 0 0.2166652983153719 0.2475204450746275 0.18650476450811493 0.4647085236464955 0.33731002178656855 0.13355521495188202 0.07607932962739263 0.03249904290207726 0.012839027179818505
73 730 0.21145419935282556 0 0 0.2599863785606137 0.28037580974554943 0.20716646613364884 0.5005863669978886 0.3992773959363125 0.14612209632069714 0.08239946358951958 0.034843030298870044 0.013266802606572713
74 740 0.23499154346038498 0 0 0.2990464756302916 0.3227256160683051 0.22789656440553838 0.5354331625959686 0.47582899214083074 0.1597109156673054 0.09115874703889694 0.038317452236027255 0.014442226965247466
75 750 0.2561519901884811 0 0 0.33103518917499225 0.3698969204080837 0.2533494899850696 0.588227531494542 0.5513985076857771 0.17077939978613682 0.09427166987192127 0.042712210874861725 0.015172090917342632
76 760 0.26608484249415043 0 0 0.34712319871734115 0.38403160838622274 0.2626187232088386 0.6081713076051231 0.5786305878083686 0.17342272689083263 0.09795119098433415 0.04395446264621925 0.014918671882231296
77 770 0.25315245032620165 0 0 0.32736773110106815 0.3626677661019901 0.2446779199705335 0.5698084665345532 0.5515274406533943 0.1634375805948699 0.08770757679194521 0.041008753986774636 0.014212839855432128
78 780 0.24012063263667402 0 0 0.31260129711130036 0.3488999706711902 0.23624639424718508 0.5392567594555571 0.52580077524078 0.1530359870047346 0.07987333296716702 0.03748594697402954 0.013252563116128489
79 790 0.22707603763262418 0 0 0.2872715372869715 0.3244566891147179 0.22477516959300148 0.5094819600729997 0.4863987346404777 0.14241112717261925 0.07306549993446365 0.0345916242818472 0.012571101518602527
80 800 0.22094506222461202 0 0 0.28040807549250957 0.3269310400433184 0.21520154398053987 0.5161671890731707 0.4630593885021079 0.13773883156595554 0.0706365598059878 0.03267097017630586 0.011989881905228834
81 810 0.20157464680770196 0 0 0.2552184554819629 0.3008892239141343 0.19316351763082057 0.47874191480536676 0.4200995325720986 0.12337353195050518 0.060748712599196786 0.02894664958166084 0.010853676905984088
82 820 0.19862464937976274 0 0 0.25481595741634994 0.3043640742867737 0.19230818343174436 0.4747269861645585 0.4132835974770382 0.11978118218334317 0.05940570896601421 0.0278338812564382 0.010375426670837207
83 830 0.21551891661169925 0 0 0.2759843282291549 0.35079953599773145 0.2103156112034852 0.5675953999440733 0.46768485347425504 0.1290141305527856 0.06262743197467881 0.029129607381357395 0.011242201213006137
84 840 0.23273647148464935 0 0 0.3005689830153397 0.39480897338831067 0.22931868537300598 0.6738504006642211 0.5391455615153489 0.13505632650757682 0.06583326988267853 0.03131879006741389 0.011899821281903793
85 850 0.2426948046328055 0 0 0.30989850549678827 0.40791385990742574 0.2399864550683686 0.7193920655497258 0.5814476765412496 0.1396520387449378 0.06675411744142669 0.03102497490834842 0.0121497252203111
86 860 0.2275274838738217 0 0 0.2869402415401664 0.38336554342018625 0.22604329846113277 0.6788912940290935 0.5412931224586275 0.12959897675569432 0.06144791689462582 0.02868165297108447 0.01102841555864945
87 870 0.21159436524292935 0 0 0.256185308097624 0.3406871409085118 0.20591683885626347 0.626403738028228 0.47330044312334485 0.1206909352478746 0.056158601165624766 0.02626103233364429 0.010342711733179003
88 880 0.19830493513433992 0 0 0.24865925275472997 0.30958186898641615 0.19256586267069156 0.5717362227302063 0.44456772866316946 0.11233337067560448 0.05144898188726004 0.02418080575265028 0.009324857339306493
89 890 0.1724644581671167 0 0 0.20631007147741945 0.26332754539808995 0.16688723948507125 0.48499955943240003 0.3772378632796113 0.09433081533575488 0.04421462128135814 0.020414840361843416 0.008036793255526807
90 900 0.15872369733134167 0 0 0.18534310975276821 0.2407316530069972 0.1496575489254627 0.4435087964701909 0.3424510770452843 0.0863311071499762 0.03990100544661925 0.018662369793813107 0.007314751344271537
91 910 0.14734881203327602 0 0 0.17114650439587234 0.2240807343978027 0.14000341207864392 0.4137629592543475 0.31685213752677516 0.0791970937480795 0.035427494112288474 0.017147970925972245 0.006763642852640576
92 920 0.1314390578871595 0 0 0.15043125191030357 0.19953359755351927 0.12529310651332043 0.370527442851363 0.28365901665733834 0.07003967727001884 0.030714320562112 0.014481862550937358 0.005925755664802657
93 930 0.12472094199723793 0 0 0.1413192988310138 0.18826019730256519 0.11432231488888252 0.3457105011931886 0.27098990888918284 0.06564405377057582 0.028969306920699368 0.013432188150691082 0.005515259933993558
94 940 0.12203337936280936 0 0 0.1332956230086841 0.1803695273529242 0.11018278058260199 0.3412779508041651 0.2520849680598887 0.06398859505249431 0.027695884713396877 0.012971544717145003 0.005257087047506173
95 950 0.12324314980245489 0 0 0.13336886276849177 0.18136271834784776 0.11981741771344044 0.34208598016003006 0.24815579081258415 0.06460794716298825 0.027363039581141075 0.012981038336067088 0.005117123393277257
96 960 0.11479260207185864 0 0 0.12436097569869484 0.16527780004408202 0.11136876748442927 0.32131243221715433 0.22718661381103036 0.0585309977571494 0.025293275521622804 0.011578167752462402 0.004698227722274628
97 970 0.10995469330538278 0 0 0.12127688796932308 0.15678339620268147 0.10844664328819453 0.30751892968848105 0.21143135112415096 0.054993882453220906 0.024175711342942385 0.010923198795561005 0.004295547856982382
98 980 0.10917888052810489 0 0 0.11901625609925819 0.15374880110843156 0.10711798646686732 0.3163251541246122 0.20077102541645944 0.05528094110908291 0.024027878891356012 0.010831431012701872 0.004128363519867935
99 990 0.10158857766962605 0 0 0.10968808381549981 0.1409235732599353 0.09966163467364374 0.29209378616998954 0.18112732721674543 0.0499059267407809 0.022025176749573872 0.009964971370148863 0.003778301816500495
100 1000 0.0925337653684985 0 0 0.09993051900866745 0.12915665250536523 0.09153007213509953 0.26483640246219803 0.16131742839101348 0.04515518258269644 0.020007607048944602 0.00883177396024233 0.0033699904344669895
101 1010 0.08742039151472161 0 0 0.09474365827361216 0.12149739041254691 0.08710717207064958 0.25226381910920465 0.15160052482715888 0.04192543504591736 0.018142783786533483 0.00823150107132876 0.0030508687454789143
102 1020 0.09141894354972042 0 0 0.10023609864532987 0.13161793817671621 0.093411385584813 0.2629465771095778 0.15439323610674757 0.04371483391908528 0.018636419352694323 0.008326679532571612 0.0031005882321346193
103 1030 0.09433688044706248 0 0 0.10327427894935005 0.13450016849252655 0.09479648997007206 0.26646565690418256 0.155430524723622 0.04478191333016833 0.018824622093106622 0.008299975233814533 0.003262930009499212
104 1040 0.09558205928944236 0 0 0.10595031565202324 0.13759451717316365 0.0949832139812384 0.26408656509130873 0.1561339679725682 0.04594695120703688 0.018468521098118997 0.008310702060105984 0.0033376504808793955
105 1050 0.08600041396661408 0 0 0.09271372408072988 0.123356760967707 0.085132688051086 0.23750678368958947 0.13727311192328065 0.040268578561414754 0.0166154119035772 0.007514750609422846 0.0029124387814520375
106 1060 0.08847256593308579 0 0 0.09797666392803892 0.1279469128161273 0.08716980095045528 0.24911776949935718 0.13888949868981879 0.04094558069546414 0.016892050625667863 0.007540052642627697 0.0029801905104451117
107 1070 0.08636383803012199 0 0 0.095478824989402 0.12597921005306892 0.08487475062334375 0.23148526767645133 0.12914767933697607 0.04012884066074499 0.015496365211573484 0.007162104127164598 0.002933769359004926
108 1080 0.08381167418337662 0 0 0.09332315441452241 0.12412307403354012 0.08182811554565701 0.22594534990308085 0.12434603931815537 0.03849122935823844 0.015208957683100946 0.006813152130892038 0.0027573723338816594
109 1090 0.08548630433975762 0 0 0.09852634500194761 0.13043250228063077 0.08190666042188574 0.22709935175683435 0.1249098518389139 0.03858101511671984 0.015691132784555643 0.006920788296460753 0.0026729957418668176
110 1100 0.0919057059081385 0 0 0.10671836318111867 0.14622869030790014 0.0869740454136125 0.24055029912314016 0.12832318419264666 0.04159151106946758 0.016940813427540825 0.007496954803257754 0.0028566510186629175
111 1110 0.09472628285056363 0 0 0.11303007349993952 0.1574334558030102 0.0878399830376028 0.24040572203827146 0.12777237278481593 0.0428106499320604 0.017361924364540066 0.0076987013290304674 0.0027727542369311406
112 1120 0.08706953127705183 0 0 0.10371262534373216 0.14447801448467745 0.08217324468638414 0.21941275984048556 0.11446806546963989 0.038920039859989264 0.015607247558741585 0.006643329247547108 0.002546890523951035
113 1130 0.0802279281773947 0 0 0.09501952859027175 0.13206813834197997 0.07648833128921334 0.204015869866028 0.10307624533737784 0.03530585688525635 0.014507450101853477 0.006001409153055432 0.0022507044135526236
114 1140 0.06733693162461368 0 0 0.0798205909308666 0.1093057599192501 0.06299706734175588 0.1708560924266884 0.08395359994077467 0.029186717471641945 0.011963664782724091 0.0049090230347999565 0.001896314367292768
115 1150 0.06239651379009999 0 0 0.07643614158028395 0.10272374356323115 0.05723940768270489 0.1529024618828591 0.0776761506480498 0.02686158154515145 0.010731832112203925 0.0045649984600948 0.001701886676914341
116 1160 0.059026077386771625 0 0 0.0717972669399861 0.0952348936249514 0.05470312890658281 0.14265058897335828 0.07123048332263873 0.025081393811244714 0.010347110282122091 0.0043074077152376045 0.0015617039211776166
117 1170 0.05694340037543767 0 0 0.07055411273682857 0.09070935302577238 0.05483453328530646 0.13547276777281583 0.06828718138495979 0.023404587386844592 0.009759526773140598 0.004099982651630652 0.0014740647320175026
118 1180 0.05544984844886684 0 0 0.07012737434949684 0.09002616505657121 0.05479300849736157 0.1332373716978949 0.06522230715463709 0.022988014545286393 0.009317712277210927 0.003973855663281211 0.001415188783504869
119 1190 0.05587549025006901 0 0 0.07306668975058804 0.09323906919520669 0.05443007896587931 0.13460880815894588 0.06240741194134378 0.022400025128110304 0.009386306535496452 0.0040249556427421705 0.0014581917950021424
120 1200 0.05247652820184634 0 0 0.06851600753923805 0.0873277163959806 0.051645812106066384 0.12058680605101939 0.0590176825532309 0.01985796155473757 0.008696211810148314 0.0037310255037819205 0.0013665644451247838
121 1210 0.04673749380561264 0 0 0.06088826166918265 0.07682610060810421 0.04522962247308467 0.10843463361326358 0.05055669010928035 0.01757910873644838 0.00743176249392982 0.003223874083603639 0.0011939846984202456
122 1220 0.04098019215239679 0 0 0.05227670914157367 0.06627384696388748 0.038723979494840244 0.09433775823357424 0.040741341732049255 0.015314740950993824 0.006403551651103151 0.002826992508766438 0.0010443066458187015
123 1230 0.042649191550737875 0 0 0.0555235335680251 0.07076016755240612 0.042642859215923284 0.10126992894971389 0.04100496189900823 0.015528262068338333 0.006589577182933769 0.0028676937502441525 0.001100014005323662
124 1240 0.040166013379163375 0 0 0.050779431716385146 0.06342934412070636 0.040505214883304594 0.09380434755424641 0.037872811513577694 0.014538523874222862 0.0059395458182652724 0.002651211512128305 0.0010271907757211471
125 1250 0.038632872453678684 0 0 0.04841120808985113 0.06171679443865594 0.039242011099918546 0.09039863344870623 0.03538748055723318 0.013685185043054458 0.005737543658657778 0.0024733863159347156 0.0009439691436966303
126 1260 0.037447600111713344 0 0 0.04615068428168887 0.05886500525266267 0.03784788295391006 0.0884820055928148 0.03452982276910222 0.012610071793940332 0.005451389753913032 0.002338420577666758 0.0009236384822029581
127 1270 0.03348528110963899 0 0 0.04086637309636727 0.051537506186517035 0.03365250614875559 0.07614764650595313 0.029233941304792545 0.011306093949153084 0.00479063704026427 0.002086238021095557 0.0008240398509256385
128 1280 0.03126103740177329 0 0 0.03719237475083322 0.04613570860250568 0.031400508743782675 0.07004495155675221 0.025922994908805914 0.010501123386824605 0.004431309956731522 0.0019427866784574193 0.0007771330842348567
129 1290 0.029231816692291218 0 0 0.03417869251617297 0.042469587671006635 0.029381351703119802 0.0654664745416141 0.024178322015440172 0.009271820144865286 0.004134109333030192 0.0017901064124270297 0.0007181407066966925
130 1300 0.029047865970925676 0 0 0.03324930954243803 0.041897371713523895 0.029381027183406863 0.06397851347166136 0.023713147415876688 0.0089492415094303 0.003997822124952087 0.0017993237612732881 0.0007165325235547432
131 1310 0.03006529688953112 0 0 0.03647105745139143 0.04456011695784989 0.031706843075014673 0.06625507251470893 0.02369743026695786 0.00913902259263465 0.004070663025046474 0.0018653755681430555 0.0007441950473024694
132 1320 0.03134308071051093 0 0 0.03831511006419698 0.04637284081614565 0.033530582757594685 0.06836598517461019 0.02495809236875138 0.00954555334492755 0.004130566776960207 0.0019580623218549624 0.0007693779083078289
133 1330 0.03172570478748831 0 0 0.03887393644166595 0.048646784961150755 0.03609800561620284 0.0662933681973295 0.02493361269103234 0.009711024701881272 0.004161170363171272 0.0019111096302146628 0.0007631876962143141
134 1340 0.032560156381534124 0 0 0.0407285966157655 0.050584828855387315 0.0388925776714911 0.06360434915866811 0.024495023018693392 0.009741806678603877 0.004283202155026673 0.0019795470750471156 0.000786039410532275
135 1350 0.031738969817653444 0 0 0.03948140579382923 0.049238109679875394 0.038027934152160034 0.05897353028935215 0.02342827481617086 0.009192751460368765 0.00426656190164409 0.0019035895424702987 0.0007686204899566879
136 1360 0.02923493289447133 0 0 0.03659851737262215 0.04638422592243822 0.034907335612765385 0.0543331249740864 0.021243502574298925 0.008425369898716818 0.003983233140783057 0.0017260599933185089 0.0006832883452829731
137 1370 0.03139625836920806 0 0 0.04050888918107366 0.05113885316362127 0.04054974375874167 0.0573634915367192 0.022900846074113648 0.008997137463624802 0.004211658124397855 0.0017664892681271405 0.0007245449363754072
138 1380 0.033042935476387855 0 0 0.04413111525398488 0.05585852188156834 0.043542476744282875 0.05836219380376324 0.023612693358587154 0.00937597330136936 0.004421374248842988 0.0017795125687169254 0.0007645733853617637
139 1390 0.03526762982778976 0 0 0.04942503039524438 0.06328507571209101 0.04943357214536612 0.062088602114888015 0.02514476655908259 0.009957666246126732 0.004709861776200431 0.001899039650429206 0.0007920737750263119
140 1400 0.03811574637768416 0 0 0.0531029414709054 0.06828733006356433 0.05645012754407211 0.06601161106180294 0.026566815423700096 0.01091648757638288 0.005049276409212653 0.00201597638947117 0.0008391100585266306
