% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=483499, Wed Jan 14 12:48:27 2026, <python>{}</python>
1 10 0.9383194379655945 1.0000444454321133 2056469.2392072626 2.0564692392072626e+06 3826912.0770651978 14397175.20971183 8070121.549501706 2214707.3215409145 nan 0.0   
2 20 0.8624860473625863 1.156896176756085 1479640.25569038 1.4796402556903800e+06 4983543.521875261 7358757.534069844 2961536.4652712233 3506408.3657131614 nan 0.0   
3 30 0.9374307930698184 1.2739835685677725 1479640.25569038 1.7859085040679802e+06 2898644.766330955 7474499.181524407 2198521.35882604 2023549.9328351342 nan 0.0   
4 40 0.9660999343479487 1.4659878269581625 1479640.25569038 1.7633636408028177e+06 3992783.587273928 6957118.433722061 1396049.4679460097 2904023.1915588705 nan 0.0   
5 50 1.0445719362428094 1.5248368232513099 1363370.6122403617 1.3633706122403617e+06 2223108.0177118946 7157713.015057024 1704799.6418459606 1729326.6134520718 nan 0.0   
6 60 1.1722946745886822 1.7260867710345287 1363370.6122403617 1.4217222853635638e+06 3450143.875277569 4920255.222268929 1788585.0271991738 2231508.5824209605 nan 0.0   
7 70 1.186911817242657 1.9651309649067796 1363370.6122403617 2.1087091682320507e+06 5334929.703890087 8022073.702759739 3475526.1695123063 2941225.5443837056 nan 0.0   
8 80 1.2475994344991177 2.1648443732289024 1363370.6122403617 2.0742236862086998e+06 3223397.433665132 8962576.792850062 2793369.6041893046 2682105.4889176106 nan 0.0   
9 90 1.3612580894768318 2.2777445189468573 1363370.6122403617 1.6686639348494110e+06 3452973.4209680823 6191410.233263936 2740144.137841399 2478374.7160317367 nan 0.0   
10 100 1.428332414854925 2.3732841561905063 1363370.6122403617 2.1924808455210063e+06 3011521.4818349686 10027898.73542819 3870311.4228433855 2413788.483722158 nan 0.0   
11 110 1.500847234879454 2.547382321996843 1363370.6122403617 2.0234570677616016e+06 4129264.872871008 5792891.45522249 1938091.1684280047 2620429.8548177155 nan 0.0   
12 120 1.5321303894306968 2.568219191481453 1363370.6122403617 2.6457917224869272e+06 4483981.068869604 10646785.518431565 1897333.4569976563 3091715.785365899 nan 0.0   
13 130 1.5016705905032088 2.7182982823274497 1363370.6122403617 1.6384800399391402e+06 3548152.5475350274 7589825.084702501 3171872.0802615383 2578309.4115624526 nan 0.0   
14 140 1.3590240959235274 2.9589642171268253 1363370.6122403617 1.8456323698423586e+06 3726088.6712986785 6829807.685937575 1677359.9610058605 2824974.569173708 nan 0.0   
15 150 1.2440134896041737 3.0880719201081726 1363370.6122403617 2.0311185610959455e+06 2676678.6504189535 6165512.401128003 2682992.464456435 2103915.5913870293 nan 0.0   
16 160 1.1124998348944353 3.273081423392927 1363370.6122403617 1.4757522279911442e+06 2580407.647353158 4500277.0224262765 896677.7792550069 2139555.6732047065 nan 0.0   
17 170 1.051467999863917 3.285218292553915 1363370.6122403617 1.5077971451638448e+06 2516281.9568091407 3878321.0852501453 1197098.3890627804 1820358.0579229468 nan 0.0   
18 180 1.0877978705295894 3.408070716275427 1363370.6122403617 1.5195046596007776e+06 2470154.660335275 4471543.677632312 1619491.255964144 1710677.9304167007 nan 0.0   
19 190 1.1667269933601934 3.6164119565475663 1363370.6122403617 1.4691116628468297e+06 2530819.4591190387 3991626.595636039 1210160.7740327567 1764983.338400159 nan 0.1   
20 200 1.2048137261778764 3.6772837582373956 1363370.6122403617 1.5604849528326038e+06 3371741.043266901 5487067.651200049 1710816.2041082443 2313555.4181715124 nan 0.1   
21 210 1.2367214017127457 3.9893156328625667 1363370.6122403617 1.6205750177148152e+06 2331235.294087016 3014621.6471437174 404306.9806696316 2189288.7461378947 nan 0.1   
22 220 1.1597033509668953 4.040754618560436 1363370.6122403617 1.4917932515397097e+06 2168297.525993534 4520564.8092760565 1199350.2972692372 1840801.6505185575 nan 0.1   
23 230 1.088876815523747 4.249581859801891 1363370.6122403617 1.5650764003833446e+06 2868741.394481766 4466747.527952538 1555516.3612259827 2174134.7384038074 nan 0.1   
24 240 1.0007640110085398 4.631884794274251 1363370.6122403617 1.3743588978382684e+06 2517415.6605495927 3978137.238508639 1147952.7443032311 1727872.5302826473 nan 0.1   
25 250 0.9961567137616386 4.62972668923094 1363370.6122403617 1.4962923168581761e+06 2206535.141386203 3341953.150973187 633054.989585666 1872221.8371604765 nan 0.1   
26 260 0.9142916672555248 4.759215639374281 1306457.0488336189 1.3064570488336189e+06 1860277.093862657 2770068.1647068984 534348.8675431379 1513254.0291949885 nan 0.1   
27 270 0.8500495910534569 4.9107691598067635 1306457.0488336189 1.3463439039583255e+06 1744702.420665451 3978498.8194757057 926613.7939730803 1380884.7664060951 nan 0.1   
28 280 0.8784550479059898 5.5060685336988895 1306457.0488336189 1.3877045180575107e+06 1905913.8767905335 2292191.6071947315 382228.90364835993 1614147.5183338637 nan 0.1   
29 290 0.8657437067529092 5.623384960226211 1306457.0488336189 1.3715979274793244e+06 1661872.5139599312 2578237.5001588804 651649.0734889423 1446483.4060248304 nan 0.1   
30 300 0.7960024180177829 6.07337929128086 1306457.0488336189 1.4176255459672776e+06 1815603.1837720578 2276452.881528572 565519.6268249187 1613630.9272778626 nan 0.1   
31 310 0.7490883222956111 6.336067930098805 1306457.0488336189 1.4600313993167931e+06 1867650.8142934712 2132113.7921705926 502121.44381490955 1553683.0089967037 nan 0.1   
32 320 0.7180503595121464 6.7501596054427155 1306457.0488336189 1.4018353837268117e+06 1545717.9937650345 2033881.0179835344 236508.22888870584 1439650.5550955853 nan 0.1   
33 330 0.6638536691307572 6.967495954655551 1306457.0488336189 1.3915657269548113e+06 1538301.579460333 1814410.3225505613 192524.58137268154 1410735.6521493006 nan 0.1   
34 340 0.6216954956951879 6.930777756914718 1306457.0488336189 1.3817374659944056e+06 1520009.8923585308 1947288.218015646 154937.85795201338 1405156.6137416803 nan 0.1   
35 350 0.630451162942462 7.292448148039118 1306457.0488336189 1.3278197597084176e+06 1507000.7189521822 1903306.1880238163 349978.57191115175 1358429.3053359904 nan 0.1   
36 360 0.6274154433971608 7.737539650949439 1306457.0488336189 1.3350582130261254e+06 1564158.2768275512 1951848.8510713547 169310.82007441483 1468242.739996637 nan 0.1   
37 370 0.6361957743432277 8.3872755378251 1298527.5867375697 1.2985275867375697e+06 1473710.928932193 2087130.3589660898 213221.36402525287 1356457.6751824329 nan 0.1   
38 380 0.6522752006999185 8.777670796131252 1258898.2847230814 1.2588982847230814e+06 1509993.0544727372 1991262.9795950039 185693.60425726324 1455411.8748570255 nan 0.1   
39 390 0.6233497776963697 10.042847862643628 1258898.2847230814 1.3027824743620981e+06 1463426.3132417037 2307370.6829310525 280970.4653982816 1393821.5043283564 nan 0.1   
40 400 0.5463333316284624 10.317390152731816 1258898.2847230814 1.2992411939943647e+06 1359852.9942359685 1874023.798856426 194794.4109899667 1301944.4416807103 nan 0.1   
41 410 0.48793679990551614 10.150969891317276 1258898.2847230814 1.2653851519407204e+06 1408455.520420637 1585709.037769341 54703.966652132105 1362243.8583997504 nan 0.1   
42 420 0.42036490105020596 10.4536236849157 1258898.2847230814 1.2770769296588372e+06 1397075.515827554 1584303.938062713 139735.78918447858 1333886.3574389466 nan 0.1   
43 430 0.3816517887470368 10.707754644325822 1258898.2847230814 1.2872106491400283e+06 1358276.1516422196 1583873.5042073503 82650.04611711041 1315206.6200455148 nan 0.1   
44 440 0.33504283405912577 11.525376962969283 1257410.8718925184 1.2574108718925184e+06 1357653.929463021 1496491.7634411668 143413.42953079822 1290772.475148494 nan 0.1   
45 450 0.31692704745617123 12.45498711171787 1257410.8718925184 1.2748536623342740e+06 1343228.9251180156 1450544.8329660804 78101.12308939826 1303768.466523233 nan 0.1   
46 460 0.3036507065911644 13.060502706667151 1255424.7322258072 1.2554247322258072e+06 1286724.7682900429 1418573.272430322 44833.831306278706 1275737.0408018027 nan 0.1   
47 470 0.28081892432139666 13.110189584384843 1255424.7322258072 1.2583210041035209e+06 1315772.770605169 1351964.6123490573 55177.49905815278 1269955.3455977475 nan 0.1   
48 480 0.25070133333270445 13.558939852652466 1253010.2977496283 1.2530102977496283e+06 1301801.0157631615 1352968.0692521979 49119.65968324919 1268924.8753326298 nan 0.1   
49 490 0.228683871252224 14.183789085364484 1245856.5490652877 1.2458565490652877e+06 1286207.9273713683 1345088.6158912447 58558.67866384215 1268786.5464561442 nan 0.1   
50 500 0.20135207901873287 14.700490797090003 1245856.5490652877 1.2516342883560581e+06 1259158.727264448 1314064.6968170255 34189.69785751775 1256299.4554322618 nan 0.1   
51 510 0.17684801836904898 14.874981340304089 1245856.5490652877 1.2491649996919858e+06 1263141.6142928647 1286534.5970549004 25586.191422115313 1251782.548991919 nan 0.1   
52 520 0.1645980506081252 15.42771200791788 1245856.5490652877 1.2466070457473432e+06 1270204.5547483827 1293625.848485323 16136.765490990365 1256433.8337861488 nan 0.1   
53 530 0.15663227439507973 16.303460237806075 1242319.8361585487 1.2423198361585487e+06 1254718.360574487 1308986.3353714608 17512.125493571395 1247165.4997152286 nan 0.1   
54 540 0.1530035831984273 17.710525115211674 1242027.2780068496 1.2420272780068496e+06 1246426.4116027784 1263371.0567014932 8043.73769128602 1244657.56285834 nan 0.1   
55 550 0.14792579963792157 18.19161233615961 1241631.0654295166 1.2416310654295166e+06 1250749.8303892897 1267284.7663308836 8434.721999437083 1244629.0280651657 nan 0.1   
56 560 0.14604421749925608 18.491673108975892 1239295.634294988 1.2392956342949879e+06 1245208.6132060408 1255998.4817532613 9838.17016915814 1240497.210576326 nan 0.2   
57 570 0.14081742334986672 19.94707644883213 1238901.569594265 1.2389015695942650e+06 1246162.056574413 1256810.9857714279 6133.0313749669585 1242694.836028293 nan 0.2   
58 580 0.13094636860822317 20.352618938136075 1238901.569594265 1.2401914218426258e+06 1249932.5739786453 1253983.0588436325 7244.433363760589 1244751.5730669799 nan 0.2   
59 590 0.12301571318578987 21.16936966450249 1238675.8179660393 1.2386758179660393e+06 1250578.8741237486 1256102.520667248 13057.169600374298 1240532.7816196838 nan 0.2   
60 600 0.11761876733572198 21.35337035412898 1237271.594952569 1.2372715949525691e+06 1243882.3148376632 1247386.1048509604 6054.698386717355 1239727.8081384948 nan 0.2   
61 610 0.11086756222526266 21.665869446700917 1237271.594952569 1.2377300310374892e+06 1240592.0585325505 1247355.8693596579 5853.8444324804 1239483.5147540632 nan 0.2   
