% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=483499, Wed Jan 14 12:48:27 2026
1 10 0.9383194379655945 1.0000444454321133 1.0 1.0 1.0000055555709877 1.0000111111728396 1.0000166668055563 1.0000222224691375 1.0000277781635838 1.0000333338888951 1.0000388896450716 1.0000444454321133
2 20 0.8624860473625863 1.0777264791860464 0.9315671542868877 0.9315671542868877 0.9349146178035813 0.9713799821637397 0.9835571920404402 0.9999454965271973 1.002524498658365 1.0109657314507883 1.023295560711592 1.0777264791860464
3 30 0.9374307930698184 1.0857379686918005 0.8522385966974441 0.8522385966974441 0.9322806966791818 0.9618133016531483 0.9764640667463165 0.981143629426693 0.9931306190049863 1.016069109892678 1.0683740485153634 1.0857379686918005
4 40 0.9660999343479487 1.2126816170075732 0.8272112460332057 0.8272112460332057 0.9223340071571151 0.9309628289503953 0.9550101842588427 0.9806353269012299 0.9960074711780318 1.0215005808765296 1.0655818034490714 1.2126816170075732
5 50 1.0445719362428094 1.2681363987468894 0.8316538395517791 0.8316538395517791 0.9028102319502861 0.9185273470256065 0.9285195558598895 0.9500477585152698 1.0087114688851972 1.0103401639310554 1.0808284536439434 1.2681363987468894
6 60 1.1722946745886822 1.4029236196724948 0.8127769954645175 0.8127769954645175 0.8817575245264453 0.9041465403670313 0.9180313496289091 0.9398746531935486 0.988546116458977 1.0243659570590384 1.088857882127639 1.4029236196724948
7 70 1.186911817242657 1.5422741605095633 0.7848200389955814 0.7848200389955814 0.8633118553224125 0.8782756310305351 0.9195256566755947 0.9333030516138644 0.9894373792437714 1.0238055077622186 1.1034862486615509 1.5422741605095633
8 80 1.2475994344991177 1.556612300270949 0.7190412020006941 0.7190412020006941 0.8397393787904193 0.8834044955204261 0.9166440005314264 0.9295631555099452 0.9857583360931507 1.0404739292086798 1.1151331220837088 1.556612300270949
9 90 1.3612580894768318 1.5690332843357544 0.6888539391859522 0.6888539391859522 0.7904132058640674 0.8584238036819122 0.9124549205296765 0.9380440612173112 1.0387805392855562 1.0712796110114151 1.1334059040816975 1.5690332843357544
10 100 1.428332414854925 1.5447388760696044 0.6508866087696608 0.6508866087696608 0.7859693961017062 0.854171193768342 0.9099437001942937 0.9338978948432314 1.0132424177015646 1.1310747098774647 1.1628936865736477 1.5447388760696044
11 110 1.500847234879454 1.5437495134516754 0.6060140639751165 0.6060140639751165 0.7773896392887979 0.8540131139132792 0.8880912874950656 0.9524531992953782 0.997364700599185 1.1299820426905876 1.189795669244565 1.5437495134516754
12 120 1.5321303894306968 1.5373202462335034 0.5985938627562061 0.5985938627562061 0.7645862476695933 0.8336006094605698 0.8809027702783057 0.9551576606112442 0.9899408634856118 1.120620679171626 1.248943529336327 1.5373202462335034
